destination,month,airline,average_price_naira,booking_window_weeks
Morocco,January,Thai Airways,530515,6
Morocco,January,Air India,551727,7
Morocco,January,Brussels Airlines,651106,10
Morocco,January,Swiss Air,558459,5
Morocco,January,Finnair,642347,5
Morocco,January,Austrian Airlines,618007,2
Morocco,February,Emirates,538485,1
Morocco,February,Qatar Airways,645089,10
Morocco,February,Turkish Airlines,554549,12
Morocco,February,British Airways,511756,8
Morocco,February,Lufthansa,550437,2
Morocco,February,Air France,558635,11
Morocco,February,KLM,571343,2
Morocco,February,Delta Airlines,674394,4
Morocco,February,United Airlines,473638,7
Morocco,February,Virgin Atlantic,665269,4
Morocco,February,Ethiopian Airlines,595083,4
Morocco,February,Kenya Airways,479331,8
Morocco,February,RwandAir,644022,2
Morocco,February,South African Airways,665503,6
Morocco,February,Air Canada,580225,12
Morocco,February,Singapore Airlines,637387,7
Morocco,February,Etihad Airways,481984,1
Morocco,February,Saudi Airlines,558105,7
Morocco,February,EgyptAir,603878,5
Morocco,February,Royal Air Maroc,597989,5
Morocco,February,American Airlines,540555,5
Morocco,February,Cathay Pacific,627180,1
Morocco,February,Japan Airlines,458217,10
Morocco,February,Malaysia Airlines,491262,8
Morocco,February,Thai Airways,634557,7
Morocco,February,Air India,539556,4
Morocco,February,Brussels Airlines,534614,12
Morocco,February,Swiss Air,519388,8
Morocco,February,Finnair,515252,9
Morocco,February,Austrian Airlines,630643,11
Morocco,March,Emirates,556549,1
Morocco,March,Qatar Airways,540780,1
Morocco,March,Turkish Airlines,559803,8
Morocco,March,British Airways,625668,8
Morocco,March,Lufthansa,632980,4
Morocco,March,Air France,686324,3
Morocco,March,KLM,687991,3
Morocco,March,Delta Airlines,583458,11
Morocco,March,United Airlines,650150,6
Morocco,March,Virgin Atlantic,646617,7
Morocco,March,Ethiopian Airlines,519122,12
Morocco,March,Kenya Airways,669267,12
Morocco,March,RwandAir,524431,11
Morocco,March,South African Airways,598457,10
Morocco,March,Air Canada,592526,12
Morocco,March,Singapore Airlines,683242,8
Morocco,March,Etihad Airways,671878,8
Morocco,March,Saudi Airlines,642565,9
Morocco,March,EgyptAir,574750,9
Morocco,March,Royal Air Maroc,519883,9
Morocco,March,American Airlines,618509,2
Morocco,March,Cathay Pacific,681683,4
Morocco,March,Japan Airlines,679372,12
Morocco,March,Malaysia Airlines,630498,9
Morocco,March,Thai Airways,631416,12
Morocco,March,Air India,652640,7
Morocco,March,Brussels Airlines,560974,11
Morocco,March,Swiss Air,681556,9
Morocco,March,Finnair,653664,1
Morocco,March,Austrian Airlines,598340,3
Morocco,April,Emirates,554407,10
Morocco,April,Qatar Airways,538447,5
Morocco,April,Turkish Airlines,607979,5
Morocco,April,British Airways,532688,4
Morocco,April,Lufthansa,653630,12
Morocco,April,Air France,605076,1
Morocco,April,KLM,586811,8
Morocco,April,Delta Airlines,556954,10
Morocco,April,United Airlines,534631,12
Morocco,April,Virgin Atlantic,521871,2
Morocco,April,Ethiopian Airlines,569945,3
Morocco,April,Kenya Airways,646271,10
Morocco,April,RwandAir,587297,3
Morocco,April,South African Airways,580334,11
Morocco,April,Air Canada,524150,7
Morocco,April,Singapore Airlines,650106,5
Morocco,April,Etihad Airways,657293,11
Morocco,April,Saudi Airlines,633099,7
Morocco,April,EgyptAir,642368,2
Morocco,April,Royal Air Maroc,578663,5
Morocco,April,American Airlines,533385,3
Morocco,April,Cathay Pacific,636701,8
Morocco,April,Japan Airlines,590674,2
Morocco,April,Malaysia Airlines,577816,6
Morocco,April,Thai Airways,548810,8
Morocco,April,Air India,669855,11
Morocco,April,Brussels Airlines,629830,7
Morocco,April,Swiss Air,651266,11
Morocco,April,Finnair,633316,1
Morocco,April,Austrian Airlines,636871,11
Morocco,May,Emirates,577855,9
Morocco,May,Qatar Airways,690049,3
Morocco,May,Turkish Airlines,586738,6
Morocco,May,British Airways,598386,5
Morocco,May,Lufthansa,670773,11
Morocco,May,Air France,527181,2
Morocco,May,KLM,627865,2
Morocco,May,Delta Airlines,558014,2
Morocco,May,United Airlines,673304,10
Morocco,May,Virgin Atlantic,574600,7
Morocco,May,Ethiopian Airlines,584470,2
Morocco,May,Kenya Airways,557208,3
Morocco,May,RwandAir,543145,9
Morocco,May,South African Airways,663224,11
Morocco,May,Air Canada,574972,8
Morocco,May,Singapore Airlines,570664,5
Morocco,May,Etihad Airways,550899,3
Morocco,May,Saudi Airlines,603126,12
Morocco,May,EgyptAir,672444,6
Morocco,May,Royal Air Maroc,590142,5
Morocco,May,American Airlines,617089,4
Morocco,May,Cathay Pacific,677196,10
Morocco,May,Japan Airlines,682438,12
Morocco,May,Malaysia Airlines,656648,2
Morocco,May,Thai Airways,651830,5
Morocco,May,Air India,522551,3
Morocco,May,Brussels Airlines,580228,4
Morocco,May,Swiss Air,575272,7
Morocco,May,Finnair,585530,5
Morocco,May,Austrian Airlines,636099,12
Morocco,June,Emirates,682587,2
Morocco,June,Qatar Airways,619778,2
Morocco,June,Turkish Airlines,627018,8
Morocco,June,British Airways,545599,5
Morocco,June,Lufthansa,566224,3
Morocco,June,Air France,687452,4
Morocco,June,KLM,675898,8
Morocco,June,Delta Airlines,606705,7
Morocco,June,United Airlines,602387,8
Morocco,June,Virgin Atlantic,632505,9
Morocco,June,Ethiopian Airlines,607285,11
Morocco,June,Kenya Airways,648764,11
Morocco,June,RwandAir,538131,2
Morocco,June,South African Airways,533179,12
Morocco,June,Air Canada,607012,2
Morocco,June,Singapore Airlines,614357,5
Morocco,June,Etihad Airways,562185,11
Morocco,June,Saudi Airlines,585388,3
Morocco,June,EgyptAir,541238,1
Morocco,June,Royal Air Maroc,619975,3
Morocco,June,American Airlines,533306,11
Morocco,June,Cathay Pacific,658774,9
Morocco,June,Japan Airlines,614788,3
Morocco,June,Malaysia Airlines,572570,4
Morocco,June,Thai Airways,552274,6
Morocco,June,Air India,622592,5
Morocco,June,Brussels Airlines,654627,12
Morocco,June,Swiss Air,575888,1
Morocco,June,Finnair,683017,3
Morocco,June,Austrian Airlines,620172,5
Morocco,July,Emirates,769647,5
Morocco,July,Qatar Airways,750489,9
Morocco,July,Turkish Airlines,808888,5
Morocco,July,British Airways,697665,3
Morocco,July,Lufthansa,685050,3
Morocco,July,Air France,813818,11
Morocco,July,KLM,634974,3
Morocco,July,Delta Airlines,777363,8
Morocco,July,United Airlines,902680,11
Morocco,July,Virgin Atlantic,782606,7
Morocco,July,Ethiopian Airlines,742102,7
Morocco,July,Kenya Airways,684743,4
Morocco,July,RwandAir,828616,1
Morocco,July,South African Airways,776822,12
Morocco,July,Air Canada,741737,7
Morocco,July,Singapore Airlines,708928,1
Morocco,July,Etihad Airways,893150,11
Morocco,July,Saudi Airlines,993431,1
Morocco,July,EgyptAir,859681,5
Morocco,July,Royal Air Maroc,751167,4
Morocco,July,American Airlines,846652,4
Morocco,July,Cathay Pacific,829816,10
Morocco,July,Japan Airlines,693340,12
Morocco,July,Malaysia Airlines,927486,4
Morocco,July,Thai Airways,691605,6
Morocco,July,Air India,768257,12
Morocco,July,Brussels Airlines,900387,6
Morocco,July,Swiss Air,834875,10
Morocco,July,Finnair,765530,10
Morocco,July,Austrian Airlines,883064,7
Morocco,August,Emirates,707143,6
Morocco,August,Qatar Airways,845451,6
Morocco,August,Turkish Airlines,787260,8
Morocco,August,British Airways,1006721,10
Morocco,August,Lufthansa,974596,6
Morocco,August,Air France,693908,6
Morocco,August,KLM,811694,10
Morocco,August,Delta Airlines,813065,9
Morocco,August,United Airlines,889464,12
Morocco,August,Virgin Atlantic,870350,6
Morocco,August,Ethiopian Airlines,769058,10
Morocco,August,Kenya Airways,922904,6
Morocco,August,RwandAir,704479,10
Morocco,August,South African Airways,822358,10
Morocco,August,Air Canada,882567,6
Morocco,August,Singapore Airlines,758386,2
Morocco,August,Etihad Airways,655008,7
Morocco,August,Saudi Airlines,819581,7
Morocco,August,EgyptAir,886631,11
Morocco,August,Royal Air Maroc,805254,6
Morocco,August,American Airlines,674615,1
Morocco,August,Cathay Pacific,854240,7
Morocco,August,Japan Airlines,955771,3
Morocco,August,Malaysia Airlines,1021149,8
Morocco,August,Thai Airways,989153,4
Morocco,August,Air India,852277,11
Morocco,August,Brussels Airlines,671194,8
Morocco,August,Swiss Air,909830,5
Morocco,August,Finnair,877556,8
Morocco,August,Austrian Airlines,921874,11
Morocco,September,Emirates,685526,12
Morocco,September,Qatar Airways,519549,8
Morocco,September,Turkish Airlines,619570,1
Morocco,September,British Airways,655019,2
Morocco,September,Lufthansa,649919,6
Morocco,September,Air France,610344,6
Morocco,September,KLM,660423,8
Morocco,September,Delta Airlines,680940,9
Morocco,September,United Airlines,568950,8
Morocco,September,Virgin Atlantic,600592,10
Morocco,September,Ethiopian Airlines,548317,4
Morocco,September,Kenya Airways,519399,7
Morocco,September,RwandAir,643665,5
Morocco,September,South African Airways,519644,10
Morocco,September,Air Canada,672675,4
Morocco,September,Singapore Airlines,544327,11
Morocco,September,Etihad Airways,528222,5
Morocco,September,Saudi Airlines,586129,11
Morocco,September,EgyptAir,536042,4
Morocco,September,Royal Air Maroc,641281,4
Morocco,September,American Airlines,550522,8
Morocco,September,Cathay Pacific,638216,9
Morocco,September,Japan Airlines,614238,7
Morocco,September,Malaysia Airlines,599279,12
Morocco,September,Thai Airways,544401,8
Morocco,September,Air India,587835,3
Morocco,September,Brussels Airlines,661971,1
Morocco,September,Swiss Air,631266,2
Morocco,September,Finnair,640387,11
Morocco,September,Austrian Airlines,636862,8
Morocco,October,Emirates,643669,10
Morocco,October,Qatar Airways,614948,9
Morocco,October,Turkish Airlines,660033,6
Morocco,October,British Airways,659695,7
Morocco,October,Lufthansa,636926,3
Morocco,October,Air France,548846,10
Morocco,October,KLM,554861,11
Morocco,October,Delta Airlines,674323,7
Morocco,October,United Airlines,691029,6
Morocco,October,Virgin Atlantic,630041,12
Morocco,October,Ethiopian Airlines,645797,1
Morocco,October,Kenya Airways,552769,1
Morocco,October,RwandAir,662496,11
Morocco,October,South African Airways,597628,9
Morocco,October,Air Canada,645012,4
Morocco,October,Singapore Airlines,589059,3
Morocco,October,Etihad Airways,643773,10
Morocco,October,Saudi Airlines,520934,3
Morocco,October,EgyptAir,589055,11
Morocco,October,Royal Air Maroc,615271,4
Morocco,October,American Airlines,529205,8
Morocco,October,Cathay Pacific,668380,2
Morocco,October,Japan Airlines,662396,4
Morocco,October,Malaysia Airlines,614276,5
Morocco,October,Thai Airways,578627,8
Morocco,October,Air India,613207,5
Morocco,October,Brussels Airlines,644076,5
Morocco,October,Swiss Air,542280,2
Morocco,October,Finnair,555902,6
Morocco,October,Austrian Airlines,584770,8
Morocco,November,Emirates,589728,3
Morocco,November,Qatar Airways,667842,8
Morocco,November,Turkish Airlines,665122,9
Morocco,November,British Airways,562030,4
Morocco,November,Lufthansa,683450,10
Morocco,November,Air France,565737,8
Morocco,November,KLM,586290,2
Morocco,November,Delta Airlines,562562,9
Morocco,November,United Airlines,663298,10
Morocco,November,Virgin Atlantic,676370,12
Morocco,November,Ethiopian Airlines,615922,10
Morocco,November,Kenya Airways,644708,2
Morocco,November,RwandAir,613259,11
Morocco,November,South African Airways,649290,4
Morocco,November,Air Canada,536479,9
Morocco,November,Singapore Airlines,585224,6
Morocco,November,Etihad Airways,632866,5
Morocco,November,Saudi Airlines,644326,11
Morocco,November,EgyptAir,641549,5
Morocco,November,Royal Air Maroc,649367,9
Morocco,November,American Airlines,544130,10
Morocco,November,Cathay Pacific,587166,3
Morocco,November,Japan Airlines,550441,11
Morocco,November,Malaysia Airlines,587079,10
Morocco,November,Thai Airways,601319,7
Morocco,November,Air India,601586,12
Morocco,November,Brussels Airlines,564209,4
Morocco,November,Swiss Air,581595,5
Morocco,November,Finnair,637188,11
Morocco,November,Austrian Airlines,526745,2
Morocco,December,Emirates,913267,4
Morocco,December,Qatar Airways,932348,4
Morocco,December,Turkish Airlines,710981,5
Morocco,December,British Airways,678902,4
Morocco,December,Lufthansa,753166,9
Morocco,December,Air France,763155,4
Morocco,December,KLM,868128,12
Morocco,December,Delta Airlines,881595,5
Morocco,December,United Airlines,808612,12
Morocco,December,Virgin Atlantic,734502,1
Morocco,December,Ethiopian Airlines,775694,11
Morocco,December,Kenya Airways,801615,2
Morocco,December,RwandAir,771697,7
Morocco,December,South African Airways,737557,10
Morocco,December,Air Canada,833037,12
Morocco,December,Singapore Airlines,867899,8
Morocco,December,Etihad Airways,757800,12
Morocco,December,Saudi Airlines,841147,12
Morocco,December,EgyptAir,909084,12
Morocco,December,Royal Air Maroc,751644,6
Morocco,December,American Airlines,691203,10
Morocco,December,Cathay Pacific,816621,6
Morocco,December,Japan Airlines,771243,4
Morocco,December,Malaysia Airlines,760285,10
Morocco,December,Thai Airways,920527,10
Morocco,December,Air India,933142,11
Morocco,December,Brussels Airlines,843617,3
Morocco,December,Swiss Air,654725,2
Morocco,December,Finnair,787172,1
Morocco,December,Austrian Airlines,906064,3
Brazil,January,Emirates,2691772,9
Brazil,January,Qatar Airways,3555305,2
Brazil,January,Turkish Airlines,2689358,5
Brazil,January,British Airways,2541024,2
Brazil,January,Lufthansa,3229252,9
Brazil,January,Air France,2906210,10
Brazil,January,KLM,2603902,10
Brazil,January,Delta Airlines,3322615,8
Brazil,January,United Airlines,3097653,7
Brazil,January,Virgin Atlantic,2881170,4
Brazil,January,Ethiopian Airlines,3334779,4
Brazil,January,Kenya Airways,2883745,8
Brazil,January,RwandAir,3031525,8
Brazil,January,South African Airways,3131082,5
Brazil,January,Air Canada,2951709,4
Brazil,January,Singapore Airlines,2984864,4
Brazil,January,Etihad Airways,3243475,2
Brazil,January,Saudi Airlines,3395384,4
Brazil,January,EgyptAir,2630560,2
Brazil,January,Royal Air Maroc,3403880,7
Brazil,January,American Airlines,3463815,2
Brazil,January,Cathay Pacific,3590503,5
Brazil,January,Japan Airlines,3291899,4
Brazil,January,Malaysia Airlines,3184803,7
Brazil,January,Thai Airways,3657601,3
Brazil,January,Air India,2757685,12
Brazil,January,Brussels Airlines,2717001,1
Brazil,January,Swiss Air,2618509,1
Brazil,January,Finnair,3089817,6
Brazil,January,Austrian Airlines,3145925,5
Brazil,February,Emirates,2895208,3
Brazil,February,Qatar Airways,3336385,6
Brazil,February,Turkish Airlines,2848532,12
Brazil,February,British Airways,3336520,7
Brazil,February,Lufthansa,3340967,6
Brazil,February,Air France,3458660,3
Brazil,February,KLM,2733539,12
Brazil,February,Delta Airlines,3057015,5
Brazil,February,United Airlines,2752615,2
Brazil,February,Virgin Atlantic,3009022,5
Brazil,February,Ethiopian Airlines,2588814,9
Brazil,February,Kenya Airways,3050802,7
Brazil,February,RwandAir,3376994,7
Brazil,February,South African Airways,2789533,11
Brazil,February,Air Canada,2884289,10
Brazil,February,Singapore Airlines,3114462,3
Brazil,February,Etihad Airways,3598004,11
Brazil,February,Saudi Airlines,3266335,3
Brazil,February,EgyptAir,3554908,5
Brazil,February,Royal Air Maroc,3301148,4
Brazil,February,American Airlines,3012607,4
Brazil,February,Cathay Pacific,3361603,11
Brazil,February,Japan Airlines,3345400,2
Brazil,February,Malaysia Airlines,3297506,9
Brazil,February,Thai Airways,3420142,7
Brazil,February,Air India,3036990,8
Brazil,February,Brussels Airlines,2992176,8
Brazil,February,Swiss Air,3656803,12
Brazil,February,Finnair,3222903,5
Brazil,February,Austrian Airlines,2863532,6
Brazil,March,Emirates,3179503,4
Brazil,March,Qatar Airways,2971889,9
Brazil,March,Turkish Airlines,3113159,11
Brazil,March,British Airways,3374877,1
Brazil,March,Lufthansa,3269881,5
Brazil,March,Air France,3189462,4
Brazil,March,KLM,3204491,9
Brazil,March,Delta Airlines,3526656,11
Brazil,March,United Airlines,3276002,9
Brazil,March,Virgin Atlantic,3020933,8
Brazil,March,Ethiopian Airlines,3729122,6
Brazil,March,Kenya Airways,2907762,9
Brazil,March,RwandAir,3621080,4
Brazil,March,South African Airways,3473078,8
Brazil,March,Air Canada,3344809,2
Brazil,March,Singapore Airlines,2876551,6
Brazil,March,Etihad Airways,3788854,11
Brazil,March,Saudi Airlines,3298968,3
Brazil,March,EgyptAir,3232520,1
Brazil,March,Royal Air Maroc,3282527,6
Brazil,March,American Airlines,3762223,10
Brazil,March,Cathay Pacific,2888842,5
Brazil,March,Japan Airlines,3560238,12
Brazil,March,Malaysia Airlines,3412328,7
Brazil,March,Thai Airways,2965345,4
Brazil,March,Air India,3137266,5
Brazil,March,Brussels Airlines,2864602,8
Brazil,March,Swiss Air,3490292,3
Brazil,March,Finnair,3512882,10
Brazil,March,Austrian Airlines,3582088,11
Brazil,April,Emirates,3104619,4
Brazil,April,Qatar Airways,3544202,2
Brazil,April,Turkish Airlines,3517836,12
Brazil,April,British Airways,2953462,10
Brazil,April,Lufthansa,3024949,10
Brazil,April,Air France,3529840,1
Brazil,April,KLM,3400698,12
Brazil,April,Delta Airlines,3341381,11
Brazil,April,United Airlines,3432964,10
Brazil,April,Virgin Atlantic,3060607,11
Brazil,April,Ethiopian Airlines,3209341,10
Brazil,April,Kenya Airways,2890503,2
Brazil,April,RwandAir,3753528,8
Brazil,April,South African Airways,3620349,1
Brazil,April,Air Canada,3413157,10
Brazil,April,Singapore Airlines,3193794,2
Brazil,April,Etihad Airways,3760398,11
Brazil,April,Saudi Airlines,3389717,6
Brazil,April,EgyptAir,2874323,10
Brazil,April,Royal Air Maroc,2932987,4
Brazil,April,American Airlines,2889172,2
Brazil,April,Cathay Pacific,3195279,12
Brazil,April,Japan Airlines,2891683,9
Brazil,April,Malaysia Airlines,3643911,3
Brazil,April,Thai Airways,3093406,1
Brazil,April,Air India,3423251,3
Brazil,April,Brussels Airlines,3115957,3
Brazil,April,Swiss Air,3681292,12
Brazil,April,Finnair,3389957,1
Brazil,April,Austrian Airlines,3673970,8
Brazil,May,Emirates,3758272,12
Brazil,May,Qatar Airways,3738977,11
Brazil,May,Turkish Airlines,3216143,6
Brazil,May,British Airways,3716089,12
Brazil,May,Lufthansa,3153925,9
Brazil,May,Air France,3376931,12
Brazil,May,KLM,3673256,12
Brazil,May,Delta Airlines,3678493,9
Brazil,May,United Airlines,2944313,3
Brazil,May,Virgin Atlantic,2946155,10
Brazil,May,Ethiopian Airlines,3489010,3
Brazil,May,Kenya Airways,2952591,2
Brazil,May,RwandAir,3552631,4
Brazil,May,South African Airways,3694084,5
Brazil,May,Air Canada,3049380,3
Brazil,May,Singapore Airlines,3742881,12
Brazil,May,Etihad Airways,3550426,10
Brazil,May,Saudi Airlines,3780299,8
Brazil,May,EgyptAir,3478119,8
Brazil,May,Royal Air Maroc,3782464,10
Brazil,May,American Airlines,3031148,12
Brazil,May,Cathay Pacific,3376289,5
Brazil,May,Japan Airlines,3719174,1
Brazil,May,Malaysia Airlines,3111358,4
Brazil,May,Thai Airways,3053815,4
Brazil,May,Air India,3790901,4
Brazil,May,Brussels Airlines,3762558,2
Brazil,May,Swiss Air,3763079,5
Brazil,May,Finnair,3128653,12
Brazil,May,Austrian Airlines,2944508,6
Brazil,June,Emirates,3043911,3
Brazil,June,Qatar Airways,3011098,1
Brazil,June,Turkish Airlines,3678814,9
Brazil,June,British Airways,2995473,4
Brazil,June,Lufthansa,3140906,11
Brazil,June,Air France,3792947,9
Brazil,June,KLM,3022836,2
Brazil,June,Delta Airlines,3460872,8
Brazil,June,United Airlines,3415526,1
Brazil,June,Virgin Atlantic,3757454,8
Brazil,June,Ethiopian Airlines,3425929,12
Brazil,June,Kenya Airways,3562971,4
Brazil,June,RwandAir,2983250,10
Brazil,June,South African Airways,3198820,3
Brazil,June,Air Canada,3154162,9
Brazil,June,Singapore Airlines,3099389,9
Brazil,June,Etihad Airways,2856390,6
Brazil,June,Saudi Airlines,3717946,11
Brazil,June,EgyptAir,3276893,9
Brazil,June,Royal Air Maroc,3329670,1
